종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"227950","엔투텍","KOSDAQ","중견기업부","357","8","2.29","356","357","338","168485","59225847","36976464210","103575530"
"291230","엔피","KOSDAQ","중견기업부","1581","-3","-0.19","1584","1607","1556","78058","122749522","69715420275","44095775"
"198080","엔피디","KOSDAQ","중견기업부","2160","-75","-3.36","2215","2225","2110","163594","352433056","46515999600","21535185"
"048830","엔피케이","KOSDAQ","중견기업부","1031","13","1.28","1018","1031","1005","43779","44444896","19304364613","18723923"
"096870","엘디티","KOSDAQ","벤처기업부","2630","0","0.00","2630","2660","2555","3139","8199670","17564192000","6678400"
"276240","엘리비젼","KONEX","일반기업부","446","56","14.36","446","446","446","1","446","4644259548","10413138"
"900140","엘브이엠씨홀딩스","KOSPI",,"1691","27","1.62","1664","1713","1633","380383","634936119","290156003001","171588411"
"290650","엘앤씨바이오","KOSDAQ","우량기업부","19840","-160","-0.80","19990","20400","19690","94901","1899577840","450068237440","22684891"
"066970","엘앤에프","KOSPI",,"61300","3800","6.61","56200","62000","56100","427393","25666523950","2225016766200","36297174"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","6340","130","2.09","6340","6420","6150","20900","130714330","126398950620","19936743"
"311060","엘에이티","KONEX","일반기업부","2890","0","0.00","0","0","0","0","0","22620417260","7827134"
"073110","엘엠에스","KOSDAQ","벤처기업부","6100","90","1.50","6090","6210","5650","26780","162149470","54264105500","8895755"
"083310","엘오티베큠","KOSDAQ","우량기업부","8390","-140","-1.64","8500","8720","8290","57143","482129425","149426176870","17810033"
"037950","엘컴텍","KOSDAQ","중견기업부","1082","2","0.19","1080","1123","1070","3923516","4291703315","91372215558","84447519"
"489500","엘케이켐","KOSDAQ","벤처기업부","26050","-1350","-4.93","26750","27000","25500","292591","7694545825","163543358800","6278056"
"170920","엘티씨","KOSDAQ","벤처기업부","8790","-210","-2.33","8880","9120","8660","68971","612841380","87260193480","9927212"
"058630","엠게임","KOSDAQ","우량기업부","4765","95","2.03","4665","4855","4635","82530","391797916","93126573905","19543877"
"226590","엠디바이스","KOSDAQ","기술성장기업부","8550","-570","-6.25","9000","9000","8410","344595","2991738690","90354553200","10567784"
"058970","엠로","KOSDAQ","기술성장기업부","48650","-2850","-5.53","50200","51900","48300","92711","4606859300","594084172150","12211391"
"019590","엠벤처투자","KOSDAQ","관리종목(소속부없음)","921","0","0.00","0","0","0","0","0","104963185182","113966542"
"169330","엠브레인","KOSDAQ","중견기업부","2260","20","0.89","2220","2270","2200","6688","15081545","41260634680","18256918"
"097520","엠씨넥스","KOSPI",,"24100","-100","-0.41","23650","24500","23650","22364","539166025","433263341200","17977732"
"373170","엠아이큐브솔루션","KOSDAQ","벤처기업부","7330","80","1.10","7250","7380","7050","2575","18674550","36928026900","5037930"
"179290","엠아이텍","KOSDAQ","우량기업부","7260","-190","-2.55","7380","7510","7230","114365","839041745","234974822280","32365678"
"484870","엠앤씨솔루션","KOSPI",,"79200","-2800","-3.41","82600","82600","76300","59065","4731521700","724988880000","9153900"
"009780","엠에스씨","KOSDAQ","우량기업부","5790","60","1.05","5640","5820","5640","48837","280930910","101904000000","17600000"
"123040","엠에스오토텍","KOSDAQ","우량기업부","2555","-95","-3.58","2645","2645","2445","487658","1239095728","160015303945","62628299"
"432980","엠에프씨","KOSDAQ","기술성장기업부","3875","180","4.87","3690","3915","3650","27953","104862310","33293000250","8591742"
"323230","엠에프엠코리아","KOSDAQ","관리종목(소속부없음)","161","0","0.00","0","0","0","0","0","6967193212","43274492"
"413390","엠오티","KOSDAQ","중견기업부","9380","-390","-3.99","9550","10000","9100","761887","7263075690","108622088400","11580180"
"032790","엠젠솔루션","KOSDAQ","벤처기업부","1355","86","6.78","1262","1375","1211","317792","416750101","60642133410","44754342"
"033160","엠케이전자","KOSDAQ","중견기업부","6660","-170","-2.49","6630","6880","6600","69469","465693565","146961764460","22066331"
"347890","엠투아이","KOSDAQ","벤처기업부","5140","-10","-0.19","5180","5250","5090","4971","25512590","86933868560","16913204"
"033310","엠투엔","KOSDAQ","중견기업부","1717","1","0.06","1754","1754","1707","13166","22610705","69267610627","40342231"
"259630","엠플러스","KOSDAQ","중견기업부","7600","-50","-0.65","7690","7850","7450","34498","263655320","93346255200","12282402"
"105550","엣지파운드리","KOSDAQ","중견기업부","4390","-140","-3.09","4400","4585","4325","672270","2969318528","280427071560","63878604"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","5110","40","0.79","5070","5170","5010","9861","50211180","41549410000","8131000"
"014440","영보화학","KOSPI",,"4815","325","7.24","4420","4910","4350","539722","2546581087","96300000000","20000000"
"143540","영우디에스피","KOSDAQ","벤처기업부","589","-2","-0.34","590","593","580","44714","26231700","26269338155","44599895"
"111770","영원무역","KOSPI",,"43850","-200","-0.45","43100","44250","41950","61961","2690128175","1943057871800","44311468"
"009970","영원무역홀딩스","KOSPI",,"88000","-1400","-1.57","89400","89500","86200","20085","1758749300","1199932096000","13635592"
"003520","영진약품","KOSPI",,"1894","-3","-0.16","1880","1920","1878","150756","285188195","346398832514","182892731"
"000670","영풍","KOSPI",,"376000","-12000","-3.09","395000","395000","364000","4699","1764467750","692607040000","1842040"
"036560","영풍정밀","KOSDAQ","우량기업부","10850","80","0.74","10770","10950","10650","13619","147490370","170887500000","15750000"
"006740","영풍제지","KOSPI",,"944","3","0.32","941","951","938","50408","47492715","52776413792","55907218"
"012280","영화금속","KOSPI",,"820","11","1.36","820","829","778","223554","180078242","42364894100","51664505"
"265560","영화테크","KOSDAQ","우량기업부","7220","50","0.70","7090","7350","7090","7027","51024370","77183099600","10690180"
"012160","영흥","KOSPI",,"380","-7","-1.81","387","390","374","203887","77250513","38497941360","101310372"
"036000","예림당","KOSDAQ","중견기업부","2430","-30","-1.22","2445","2515","2350","113110","277141055","55973293110","23034277"
"250930","예선테크","KOSDAQ","벤처기업부","418","-2","-0.48","420","436","418","60561","25496393","13794183920","33000440"
"053280","예스24","KOSDAQ","우량기업부","4070","80","2.01","3965","4090","3950","48062","193519369","101750000000","25000000"
"015360","예스코홀딩스","KOSPI",,"47400","700","1.50","46700","47900","46250","6907","326287850","284400000000","6000000"
"122640","예스티","KOSDAQ","벤처기업부","12500","-270","-2.11","12720","12990","12200","44091","547495645","261626350000","20930108"
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)","322","-3","-0.92","325","326","319","183760","59271549","16422716128","51002224"
"212310","오건에코텍","KONEX","일반기업부","755","6","0.80","799","861","637","25105","17586692","7993313350","10587170"
"045060","오공","KOSDAQ","우량기업부","2455","20","0.82","2435","2485","2405","11025","26913625","41592546170","16941974"
"192410","오늘이엔엠","KOSDAQ","중견기업부","688","-2","-0.29","690","692","681","74852","51405861","9794044640","14235530"
"080520","오디텍","KOSDAQ","벤처기업부","2940","-25","-0.84","2935","2995","2900","10560","31228880","34535030460","11746609"
"007310","오뚜기","KOSPI",,"404500","-1000","-0.25","404000","405000","399000","1498","601421000","1621167235000","4007830"
"039830","오로라","KOSDAQ","우량기업부","6030","50","0.84","5970","6060","5810","4869","29094380","64900226700","10762890"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","20300","-800","-3.79","21000","21200","19980","18018","368869450","190140802600","9366542"
"046120","오르비텍","KOSDAQ","중견기업부","2230","-55","-2.41","2275","2320","2200","121840","273342385","61212353780","27449486"
"475830","오름테라퓨틱","KOSDAQ","기술성장기업부","27650","-1950","-6.59","28900","29350","27150","1052398","29799709875","578690112700","20929118"
"014940","오리엔탈정공","KOSDAQ","우량기업부","4755","25","0.53","4715","5240","4665","2196768","10878435088","216702758055","45573661"
"002630","오리엔트바이오","KOSPI",,"1855","-160","-7.94","2125","2500","1415","83951511","178933669292","219971474275","118583005"
"065500","오리엔트정공","KOSDAQ","중견기업부","14000","-1540","-9.91","16780","19220","12230","52845494","834392540075","444400768000","31742912"
"271560","오리온","KOSPI",,"116800","-1100","-0.93","117500","117900","116000","93271","10884209700","4617820217600","39536132"
"001800","오리온홀딩스","KOSPI",,"16300","-140","-0.85","16290","16350","16120","116865","1895157225","1021120378600","62645422"
"010470","오리콤","KOSDAQ","우량기업부","7360","560","8.24","6740","7390","6740","143220","1018478750","88136368000","11975050"
"417860","오브젠","KOSDAQ","기술성장기업부","8050","-80","-0.98","8000","8090","7990","2568","20592595","35666442700","4430614"
"352910","오비고","KOSDAQ","기술성장기업부","4810","30","0.63","4730","4860","4690","5586","26779215","60787827620","12637802"
"053980","오상자이엘","KOSDAQ","우량기업부","3070","-15","-0.49","3020","3105","3005","49655","150651522","58277143810","18982783"
"036220","오상헬스케어","KOSDAQ","중견기업부","12760","180","1.43","12480","12900","12340","38895","491910730","184884948160","14489416"
"052420","오성첨단소재","KOSDAQ","중견기업부","1432","17","1.20","1405","1447","1367","602738","858960563","129294927728","90289754"
"332190","오션스바이오","KONEX","일반기업부","3000","0","0.00","0","0","0","0","0","4433517000","1477839"
"052300","오션인더블유","KOSDAQ","중견기업부","2565","-40","-1.54","2605","2605","2500","87264","221156086","43259091795","16865143"
"039200","오스코텍","KOSDAQ","벤처기업부","29400","500","1.73","28650","29650","28000","210521","6107513075","1124496374400","38248176"
"226400","오스테오닉","KOSDAQ","기술성장기업부","6700","-120","-1.76","6750","6900","6620","98146","661611895","138432726700","20661601"
"031510","오스템","KOSDAQ","중견기업부","1028","-2","-0.19","1030","1037","1000","100941","102293255","28784000000","28000000"
"368970","오에스피","KOSDAQ","벤처기업부","2365","-75","-3.07","2440","2440","2365","18485","44359165","22103668400","9346160"
"138080","오이솔루션","KOSDAQ","벤처기업부","8900","-100","-1.11","8910","9090","8840","15326","136571350","94554445500","10624095"
"080580","오킨스전자","KOSDAQ","우량기업부","4930","-30","-0.60","4960","5070","4790","93523","458349561","88420402890","17935173"
"067170","오텍","KOSDAQ","중견기업부","2850","55","1.97","2795","2850","2700","19341","53374535","43866074250","15391605"
"353590","오토앤","KOSDAQ","중견기업부","3835","-40","-1.03","3855","3930","3780","9555","37025285","49377810950","12875570"
"173130","오파스넷","KOSDAQ","우량기업부","9770","1680","20.77","8180","9950","7370","3252939","29580821865","127464041210","13046473"
"440320","오픈놀","KOSDAQ","기술성장기업부","9620","2220","30.00","7410","9620","6720","2389829","20839889270","94324100000","9805000"
"049480","오픈베이스","KOSDAQ","우량기업부","2540","250","10.92","2265","2680","2260","2407979","6085507735","79812852820","31422383"
"394280","오픈엣지테크놀로지","KOSDAQ","기술성장기업부","11920","-230","-1.89","11890","12470","11680","106331","1287926865","260900275440","21887607"
"309930","오하임앤컴퍼니","KOSDAQ","중견기업부","1900","29","1.55","1856","1900","1821","45371","84430619","40452881000","21290990"
"476060","온코닉테라퓨틱스","KOSDAQ","기술성장기업부","24500","-1550","-5.95","25500","25700","23850","1056344","26056005725","266608020000","10881960"
"382150","온코크로스","KOSDAQ","기술성장기업부","9610","-1190","-11.02","10630","10640","9500","1008420","10013214910","114324759570","11896437"
"005320","온타이드","KOSPI",,"431","-1","-0.23","432","439","422","42803","18314171","29102077251","67522221"
"244460","올리패스","KOSDAQ","관리종목(소속부없음)","1941","-174","-8.23","1994","2195","1730","652750","1239538599","9181483185","4730285"
"226950","올릭스","KOSDAQ","기술성장기업부","42150","500","1.20","40800","43000","40200","299769","12521312875","807233617500","19151450"
"057540","옴니시스템","KOSDAQ","중견기업부","912","32","3.64","865","912","865","793573","706174916","56041811760","61449355"
"131030","옵투스제약","KOSDAQ","우량기업부","6100","10","0.16","6090","6210","6030","24027","146937510","98534288200","16153162"
"082210","옵트론텍","KOSDAQ","투자주의환기종목(소속부없음)","1244","8","0.65","1226","1250","1209","19972","24506092","41291313256","33192374"
"109080","옵티시스","KOSDAQ","벤처기업부","9190","490","5.63","8620","9500","8410","235191","2156630795","51794840000","5636000"
"380540","옵티코어","KOSDAQ","벤처기업부","1877","4","0.21","1873","1960","1863","779721","1484303296","72528867942","38640846"
"153710","옵티팜","KOSDAQ","기술성장기업부","5310","-60","-1.12","5310","5400","5210","586","3087980","77897476980","14669958"
"432430","와이랩","KOSDAQ","기술성장기업부","5190","80","1.57","5110","5250","4995","52030","266586245","85325260800","16440320"
"338840","와이바이오로직스","KOSDAQ","기술성장기업부","5820","-130","-2.18","5820","6020","5710","34441","200144690","86034243120","14782516"
"122990","와이솔","KOSDAQ","우량기업부","5790","-50","-0.86","5780","5910","5700","50515","292507510","160218176070","27671533"
"232140","와이씨","KOSDAQ","우량기업부","10220","-350","-3.31","10300","10860","10030","547632","5707958730","838503477000","82045350"
"112290","와이씨켐","KOSDAQ","기술성장기업부","19560","-790","-3.88","19830","20500","19250","112695","2231698235","197762260200","10110545"
"065530","와이어블","KOSDAQ","중견기업부","1254","2","0.16","1252","1270","1231","28475","35517571","66286440000","52860000"
"067900","와이엔텍","KOSDAQ","우량기업부","6310","30","0.48","6260","6340","6210","14812","92921160","114839848290","18199659"
"007530","와이엠","KOSDAQ","중견기업부","2040","40","2.00","2000","2045","1999","9898","19912093","45398631240","22254231"
"155650","와이엠씨","KOSDAQ","우량기업부","3315","-35","-1.04","3350","3350","3240","17080","56070677","64557496770","19474358"
"273640","와이엠텍","KOSDAQ","벤처기업부","9540","-250","-2.55","9750","9960","9500","9890","95400920","104615640000","10966000"
"251370","와이엠티","KOSDAQ","벤처기업부","8490","0","0.00","8300","8620","8250","56936","478205970","138509799360","16314464"
"066430","와이오엠","KOSDAQ","중견기업부","1162","-143","-10.96","1305","1305","957","1439471","1530399032","45496339112","39153476"
"209640","와이제이링크","KOSDAQ","벤처기업부","7170","-110","-1.51","7110","7360","7030","81524","585288900","101968678410","14221573"
"096250","와이즈넛","KOSDAQ","기술성장기업부","10110","0","0.00","9900","10190","9800","36748","366978975","132093337320","13065612"
"273060","와이즈버즈","KOSDAQ","중견기업부","979","-26","-2.59","1004","1034","932","3806741","3781099853","49399930778","50459582"
"019210","와이지-원","KOSDAQ","우량기업부","5430","50","0.93","5330","5460","5290","90926","491186750","182305837170","33573819"
"122870","와이지엔터테인먼트","KOSDAQ GLOBAL","우량기업부","62700","1500","2.45","61900","63400","60400","326235","20360847250","1171928772300","18691049"
"011690","와이투솔루션","KOSPI",,"2070","-50","-2.36","2060","2160","2045","122146","254000845","75708995580","36574394"
"332570","와이팜","KOSDAQ","벤처기업부","3165","5","0.16","3130","3270","3080","441113","1392494746","139818052800","44176320"
"079000","와토스코리아","KOSDAQ","중견기업부","5420","50","0.93","5370","5480","5270","9353","50384500","39024000000","7200000"
"403490","우듬지팜","KOSDAQ","벤처기업부","1370","11","0.81","1350","1373","1332","135348","182638114","61941075680","45212464"
"316140","우리금융지주","KOSPI",,"16370","-260","-1.56","16570","16620","16300","1452029","23902860815","12156222871370","742591501"
"032820","우리기술","KOSDAQ","우량기업부","1707","-63","-3.56","1750","1849","1650","5477329","9487467506","281104376424","164677432"
"041190","우리기술투자","KOSDAQ","우량기업부","6120","10","0.16","5960","6280","5960","301335","1851367025","514080000000","84000000"
"115440","우리넷","KOSDAQ","벤처기업부","6480","80","1.25","6330","6510","6300","56009","358271935","69947012160","10794292"
"046970","우리로","KOSDAQ","벤처기업부","1159","0","0.00","1145","1175","1144","189914","219551339","50793173841","43824999"
"082850","우리바이오","KOSDAQ","우량기업부","2180","15","0.69","2110","2225","2085","214613","464160870","105635340040","48456578"
"215360","우리산업","KOSDAQ","벤처기업부","9040","-90","-0.99","8810","9200","8810","11100","100216675","82554753520","9132163"
"072470","우리산업홀딩스","KOSDAQ","중견기업부","2315","0","0.00","2290","2330","2245","6767","15470385","43724194415","18887341"
"073560","우리손에프앤지","KOSDAQ","우량기업부","1355","-3","-0.22","1346","1363","1338","78616","106566501","93817006265","69237643"
"037400","우리엔터프라이즈","KOSDAQ","우량기업부","1030","17","1.68","1013","1035","1001","78225","78936656","27010046380","26223346"
"153490","우리이앤엘","KOSDAQ","우량기업부","665","-2","-0.30","665","672","653","74533","49294993","34234200000","51480000"
"101170","우림피티에스","KOSDAQ","우량기업부","4820","-45","-0.92","4840","4900","4745","95809","458941537","65070000000","13500000"
"006980","우성","KOSPI",,"15190","-690","-4.35","15470","15870","14600","3918","59270270","46937100000","3090000"
"066590","우수AMS","KOSDAQ","중견기업부","2990","-15","-0.50","3000","3025","2950","130967","391721073","116828580960","39073104"
"017370","우신시스템","KOSPI",,"5790","-80","-1.36","5730","5950","5710","17664","102159000","106038372660","18314054"
"103840","우양","KOSDAQ","중견기업부","3050","-10","-0.33","3000","3125","3000","123582","377034132","49917605400","16366428"
"101970","우양에이치씨","KOSDAQ","중견기업부","19800","-2250","-10.20","21500","22350","19120","376484","7851956130","288044638200","14547709"
"046940","우원개발","KOSDAQ","중견기업부","2960","250","9.23","2745","3035","2635","826993","2417068673","53500076000","18074350"
"215380","우정바이오","KOSDAQ","벤처기업부","1416","-24","-1.67","1436","1467","1401","22398","31893134","23830679616","16829576"
"065680","우주일렉트로","KOSDAQ","우량기업부","27250","-950","-3.37","28200","28450","26500","50526","1399915450","251802834750","9240471"
"105840","우진","KOSPI",,"6600","-280","-4.07","6790","7000","6520","121331","813446450","134135852400","20323614"
"018620","우진비앤지","KOSDAQ","중견기업부","893","-6","-0.67","891","898","879","60494","53833509","25798138649","28889293"
"010400","우진아이엔에스","KOSPI",,"2505","60","2.45","2445","2540","2445","11165","27910999","19093110000","7622000"
"457550","우진엔텍","KOSDAQ","중견기업부","15020","-640","-4.09","15500","16240","14720","124508","1894659685","139255511780","9271339"
"049800","우진플라임","KOSPI",,"2090","10","0.48","2060","2090","2030","5775","11942430","41800000000","20000000"
"016880","웅진","KOSPI",,"830","-31","-3.60","838","912","810","973937","832515356","66339476400","79927080"
"095720","웅진씽크빅","KOSPI",,"1485","26","1.78","1440","1530","1439","101930","149304827","171526387725","115505985"
"396470","워트","KOSDAQ","중견기업부","7190","-190","-2.57","7150","7500","7120","62427","454461560","115902800000","16120000"
"005820","원림","KOSPI",,"13460","0","0.00","13460","13460","13310","800","10674070","30930676200","2297970"
"307280","원바이오젠","KOSDAQ","벤처기업부","1052","-8","-0.75","1059","1059","990","47254","49065713","38880881676","36959013"
"032940","원익","KOSDAQ","우량기업부","3455","-35","-1.00","3420","3505","3410","71247","245654648","62857609650","18193230"
"240810","원익IPS","KOSDAQ GLOBAL","우량기업부","22850","-550","-2.35","23350","23900","22600","211590","4916412725","1121567137850","49083901"
"074600","원익QnC","KOSDAQ GLOBAL","우량기업부","17550","-640","-3.52","17790","18370","17280","252300","4462689320","461354400000","26288000"
"104830","원익머트리얼즈","KOSDAQ","우량기업부","18800","-510","-2.64","18900","19630","18560","59387","1124529095","237030400000","12608000"
"014190","원익큐브","KOSDAQ","우량기업부","1601","106","7.09","1495","1616","1495","818801","1277546476","56675249506","35399906"
"217820","원익피앤이","KOSDAQ","우량기업부","2045","15","0.74","2025","2080","1971","81475","165509866","97044573155","47454559"
"030530","원익홀딩스","KOSDAQ","우량기업부","3640","-150","-3.96","3750","3805","3545","2053865","7572318565","281146250840","77237981"
"012620","원일특강","KOSDAQ","우량기업부","6950","50","0.72","6900","6970","6850","2841","19561310","30580000000","4400000"
"382840","원준","KOSDAQ","중견기업부","8820","100","1.15","8520","9020","8520","40219","353694650","134695344420","15271581"
"336570","원텍","KOSDAQ","기술성장기업부","7370","120","1.66","7160","7600","7120","1768435","13065127555","658440362030","89340619"
"376980","원티드랩","KOSDAQ","기술성장기업부","8040","1850","29.89","6220","8040","6010","1850276","13270809700","78430151760","9754994"
"122830","원포유","KONEX","일반기업부","1367","-58","-4.07","1460","1466","1354","229","314107","44771963495","32751985"
"008370","원풍","KOSDAQ","우량기업부","3935","-45","-1.13","3990","4007","3905","22714","89667211","47220000000","12000000"
"008290","원풍물산","KOSDAQ","중견기업부","458","-3","-0.65","460","465","451","44215","20167015","18637704982","40693679"
"101160","월덱스","KOSDAQ","우량기업부","16980","-540","-3.08","17270","17660","16760","73794","1262419470","280356661140","16510993"
"336060","웨이버스","KOSDAQ","벤처기업부","1198","1","0.08","1190","1235","1170","199181","237231748","57689929600","48155200"
"095270","웨이브일렉트로","KOSDAQ","벤처기업부","4370","-70","-1.58","4445","4575","4370","10426","46320390","65424388720","14971256"
"289930","웨이비스","KOSDAQ","기술성장기업부","7400","220","3.06","7000","7770","7000","141889","1062271810","92644988200","12519593"
"010600","웰바이오텍","KOSPI",,"545","0","0.00","0","0","0","0","0","49553256815","90923407"
"065950","웰크론","KOSDAQ","중견기업부","2025","25","1.25","1995","2045","1975","52518","104916099","57168386550","28231302"
"076080","웰크론한텍","KOSDAQ","중견기업부","1364","16","1.19","1348","1395","1334","50901","69923131","30818428784","22594156"
"043590","웰킵스하이텍","KOSDAQ","중견기업부","651","-6","-0.91","657","697","650","24209","16089456","17666032062","27136762"
"196700","웹스","KOSDAQ","벤처기업부","1448","-333","-18.70","1700","1728","1371","4179430","6511638436","20799280512","14364144"
"069080","웹젠","KOSDAQ GLOBAL","우량기업부","13530","470","3.60","13060","13680","13040","149626","2020811135","468149960520","34600884"
"053580","웹케시","KOSDAQ","우량기업부","17730","3650","25.92","14550","18300","13740","10692114","175816608360","241770677040","13636248"
"479960","위너스","KOSDAQ","중견기업부","18760","800","4.45","17620","19430","17500","2366022","44462678970","128524760000","6851000"
"071460","위니아","KOSDAQ","관리종목(소속부없음)","613","0","0.00","0","0","0","0","0","22047951835","35967295"
"377460","위니아에이드","KOSDAQ","투자주의환기종목(소속부없음)","1691","0","0.00","0","0","0","0","0","26030247855","15393405"
"044340","위닉스","KOSDAQ","우량기업부","5710","60","1.06","5500","5760","5450","71900","404091270","102057256750","17873425"
"330350","위더스제약","KOSDAQ","우량기업부","6220","130","2.13","6080","6240","5720","23151","141017625","82117304580","13202139"
"348350","위드텍","KOSDAQ","우량기업부","6860","70","1.03","6760","6920","6660","11849","80422070","69859496000","10183600"
"112040","위메이드","KOSDAQ","중견기업부","29500","50","0.17","28850","30550","28850","133397","3973261050","1001480248500","33948483"
"101730","위메이드맥스","KOSDAQ","우량기업부","6970","290","4.34","6510","7040","6510","56129","385143080","578061243520","82935616"
"123420","위메이드플레이","KOSDAQ","우량기업부","6420","120","1.90","6240","6500","6210","11161","70900465","73636385640","11469842"
"065370","위세아이텍","KOSDAQ","벤처기업부","8230","-970","-10.54","9390","10440","8050","1726202","15890712125","60769941420","7383954"
"140660","위월드","KONEX","일반기업부","799","0","0.00","0","0","0","0","0","1987314348","2487252"
"038620","위즈코프","KOSDAQ","벤처기업부","889","78","9.62","827","993","745","8701661","7727697055","63837222211","71807899"
"299900","위지윅스튜디오","KOSDAQ","우량기업부","1030","-1","-0.10","1031","1060","1010","469802","487202239","176180350520","171048884"
"036090","위지트","KOSDAQ","중견기업부","662","5","0.76","643","674","643","361956","239289852","78375692008","118392284"
"459100","위츠","KOSDAQ","중견기업부","6380","-130","-2.00","6370","6560","6270","58812","375910450","80209360000","12572000"
"136540","윈스","KOSDAQ","우량기업부","10980","160","1.48","10580","11100","10580","12924","141391920","134831611080","12279746"
"097800","윈팩","KOSDAQ","중견기업부","536","-15","-2.72","545","557","522","385386","207535899","62417322744","116450229"
"192390","윈하이텍","KOSDAQ","벤처기업부","3310","35","1.07","3235","3365","3175","140883","458268296","36516677990","11032229"
"008600","윌비스","KOSPI",,"748","172","29.86","576","748","549","20912560","14009612357","50292557172","67236039"
"335870","윙스풋","KOSDAQ","중견기업부","2260","-140","-5.83","2395","2395","2205","70007","160247572","37700013720","16681422"
"900340","윙입푸드","KOSDAQ","외국기업(소속부없음)","1710","28","1.66","1672","1710","1646","158963","266655450","86065886880","50330928"
"033270","유나이티드제약","KOSPI",,"19125","-365","-1.87","19210","19560","19000","52145","1002329315","312384345750","16333822"
"014830","유니드","KOSPI",,"73100","-1000","-1.35","74100","74900","72400","17873","1314445700","494711560000","6767600"
"446070","유니드비티플러스","KOSPI",,"3945","45","1.15","3895","4045","3880","44236","175148730","41861243175","10611215"
"036200","유니셈","KOSDAQ","우량기업부","5980","-110","-1.81","5950","6190","5900","81376","488587430","183372053540","30664223"
"018000","유니슨","KOSDAQ","중견기업부","994","52","5.52","934","1023","928","4747204","4750974953","167381214616","168391564"
"000910","유니온","KOSPI",,"5370","160","3.07","5180","5530","5040","1586247","8407587845","83834394030","15611619"
"047400","유니온머티리얼","KOSPI",,"2010","11","0.55","1955","2050","1955","292924","583887778","84420000000","42000000"
"203450","유니온커뮤니티","KOSDAQ","벤처기업부","2895","-15","-0.52","2910","2940","2810","27044","78135070","40758725265","14079007"
"011330","유니켐","KOSPI",,"1387","-10","-0.72","1382","1401","1374","68757","94978122","134535070629","96997167"
"077500","유니퀘스트","KOSPI",,"5220","0","0.00","5180","5490","5080","107363","559814800","112752532440","21600102"
"011320","유니크","KOSDAQ","우량기업부","3295","20","0.61","3250","3295","3210","17801","57772732","63661690025","19320695"
"086390","유니테스트","KOSDAQ","중견기업부","9880","-600","-5.73","10290","10340","9740","133150","1332122410","208805164880","21134126"
"241690","유니테크노","KOSDAQ","우량기업부","2945","-55","-1.83","2935","3050","2935","75644","226660362","72066229170","24470706"
"142210","유니트론텍","KOSDAQ","우량기업부","5430","0","0.00","5400","5530","5330","96287","521818065","104506279560","19246092"
"121060","유니포인트","KONEX","일반기업부","799","-8","-0.99","799","799","799","1","799","4779354330","5981670"
"389680","유디엠텍","KOSDAQ","기술성장기업부","670","-35","-4.96","697","725","665","2023252","1396927090","26808575330","40012799"
"088340","유라클","KOSDAQ","벤처기업부","24100","5530","29.78","19800","24100","19770","3931534","87196898010","104354638800","4330068"
"048430","유라테크","KOSDAQ","우량기업부","13850","3150","29.44","10730","13910","10050","3980422","48907860620","159552000000","11520000"
"206650","유바이오로직스","KOSDAQ","기술성장기업부","11100","270","2.49","10830","11340","10690","157003","1746988670","405530807700","36534307"
"089850","유비벨록스","KOSDAQ","우량기업부","6020","10","0.17","6000","6130","5930","15993","95991030","88675797980","14730199"
"495810","유비씨","KONEX","일반기업부","13120","0","0.00","0","0","0","0","0","32800000000","2500000"
"084440","유비온","KOSDAQ","기술성장기업부","1152","33","2.95","1156","1156","1067","123296","136224059","22709145600","19712800"
"032620","유비케어","KOSDAQ","우량기업부","3255","10","0.31","3200","3295","3200","29647","96470425","169901687445","52197139"
"264450","유비쿼스","KOSDAQ","우량기업부","7090","-80","-1.12","7020","7150","7010","10799","76172310","105771335470","14918383"
"078070","유비쿼스홀딩스","KOSDAQ","우량기업부","9730","-20","-0.21","9870","9870","9550","1837","17663800","176606311000","18150700"
"002920","유성기업","KOSPI",,"1845","45","2.50","1845","1845","1813","51264","93998443","47873137500","25947500"
"024800","유성티엔에스","KOSDAQ","우량기업부","1855","15","0.82","1820","1865","1820","39561","73386077","68731111260","37051812"
"000700","유수홀딩스","KOSPI",,"5300","-70","-1.30","5330","5370","5290","8710","46250460","138021603600","26041812"
"054930","유신","KOSDAQ","우량기업부","21500","650","3.12","20400","21850","20400","10373","220145350","64500000000","3000000"
"069330","유아이디","KOSDAQ","벤처기업부","1416","16","1.14","1406","1518","1388","412609","599717427","20094584856","14191091"
"049520","유아이엘","KOSDAQ","중견기업부","3945","-35","-0.88","3940","4000","3880","62630","246073905","127216008780","32247404"
"435380","유안타제10호스팩","KOSDAQ","관리종목(소속부없음)","2120","0","0.00","2115","2125","2115","23870","50495500","12147600000","5730000"
"444920","유안타제11호스팩","KOSDAQ","SPAC(소속부없음)","2010","-15","-0.74","2020","2025","2010","10798","21780665","10532400000","5240000"
"446150","유안타제12호스팩","KOSDAQ","SPAC(소속부없음)","2180","0","0.00","2175","2180","2175","3111","6771985","10398600000","4770000"
"449020","유안타제13호스팩","KOSDAQ","SPAC(소속부없음)","2055","-5","-0.24","2055","2065","2055","20608","42471202","19995150000","9730000"
